result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","897,3233,2799,884,210",histogram_q1,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4289,513,674,458,196,438,58,146,45,18,254,1,38,3,51,128,6,1,4,2,112,8,9,7,4,62,3,8,22,7,458",histogram_q2,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4686,405,545,337,111,431,55,86,40,8,316,1,29,6,24,206,6,8,4,3,185,5,7,4,6,93,5,5,22,8,376",histogram_q3,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","268,102,101,172,127,208,299,276,291,260,485,500,695,550,606,952,553,539,345,336,358",histogram_ppincimp,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
"0,1","633,7390",histogram_insured,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
"1,2,3,4","511,1874,2281,3357",histogram_ppeducat,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,20346,sum_q1,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,33270,sum_q2,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,32726,sum_q3,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,105154,sum_ppincimp,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,7390,sum_insured,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,24530,sum_ppeducat,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,8023,count_q1,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,8023,count_q2,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
,8023,count_q3,-1,8023,1,1622395971.7027888,,4,0,0.1,0.3,100,1198.8684701919556,0.005,2,1,32,2021-05-27T19:10:00
