result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,num_of_runs,timestamp
"1,2,3,4,5","331,1276,1052,288,53",histogram_q1,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","67,26,22,48,42,74,90,89,87,81,161,189,239,223,254,420,226,224,148,151,139",histogram_ppincimp,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
"0,1","184,2816",histogram_insured,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
"1,2,3,4","132,715,807,1346",histogram_ppeducat,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,7456,sum_q1,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,41389,sum_ppincimp,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,2816,sum_insured,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,9367,sum_ppeducat,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_q1,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_ppincimp,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_insured,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_ppeducat,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,2.485333333333333,avg_q1,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,13.796333333333333,avg_ppincimp,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,0.9386666666666666,avg_insured,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3.122333333333333,avg_ppeducat,-1,3000,1,1621246045.0573075,,300,100,5.238494157791138,0,2021-05-08T20:05:59
"1,2,3,4,5","695,784,681,558,282",histogram_q1,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","37,41,47,72,69,93,87,88,118,131,161,163,211,193,259,266,228,217,221,167,131",histogram_ppincimp,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
"0,1","1794,1206",histogram_insured,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
"1,2,3,4","751,781,959,509",histogram_ppeducat,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,7948,sum_q1,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,40521,sum_ppincimp,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,1206,sum_insured,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,7226,sum_ppeducat,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_q1,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_ppincimp,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_insured,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,3000,count_ppeducat,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,2.6493333333333333,avg_q1,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,13.507,avg_ppincimp,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,0.402,avg_insured,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
,2.4086666666666665,avg_ppeducat,1.25,3000,1,1621246045.0573075,smartnoise_dpctgan,300,100,5.238494157791138,0,2021-05-08T20:05:59
