result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","655,2467,2088,648,142",histogram_q1,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3322,369,489,309,136,329,41,110,29,13,188,1,26,3,35,83,5,1,4,1,85,4,6,5,4,47,2,6,12,6,329",histogram_q2,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3677,292,388,230,79,292,38,57,27,5,224,1,19,3,15,148,4,7,3,3,133,4,6,2,3,66,3,2,11,5,253",histogram_q3,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","176,65,66,116,93,149,206,202,206,181,356,384,505,419,479,734,425,414,274,266,284",histogram_ppincimp,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
"0,1","453,5547",histogram_insured,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
"1,2,3,4","351,1435,1695,2519",histogram_ppeducat,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,15155,sum_q1,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,23889,sum_q2,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,22483,sum_q3,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,80100,sum_ppincimp,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,5547,sum_insured,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,18382,sum_ppeducat,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,6000,count_q1,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,6000,count_q2,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,6000,count_q3,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,6000,count_ppincimp,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,6000,count_insured,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,6000,count_ppeducat,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,2.5258333333333334,avg_q1,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,3.9815,avg_q2,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,3.7471666666666668,avg_q3,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,13.35,avg_ppincimp,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,0.9245,avg_insured,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
,3.0636666666666668,avg_ppeducat,-1,6000,1,1624480021.0043423,,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
"1.0,2.0,3.0,4.0,5.0","1081,2286,1678,753,202",histogram_q1,30,6000,1,1624480021.0043423,gretel,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,29.0,30.0","2202,343,1228,1116,183,186,57,91,83,28,189,12,74,72,15,19,10,5,9,2,27,4,8,13,3,2,1,18",histogram_q2,30,6000,1,1624480021.0043423,gretel,4,0,0.1,0.3,100,1450.8504502773285,0.005,7,1,32,2021-05-27T10:29:47
