result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","213,873,717,192,40",histogram_q1,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,18,20,21,22,23,24,25,27,28,29,30","1182,118,164,88,50,97,13,44,4,3,66,1,8,12,22,3,2,18,1,3,2,2,10,3,4,3,112",histogram_q2,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30","1299,92,136,73,30,92,13,23,7,1,66,7,1,3,41,2,3,2,1,36,1,2,1,14,1,2,6,3,77",histogram_q3,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","42,19,15,36,27,48,60,62,59,49,110,125,157,150,166,302,149,155,97,104,103",histogram_ppincimp,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
"0,1","121,1914",histogram_insured,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
"1,2,3,4","86,484,568,897",histogram_ppeducat,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,5078,sum_q1,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,7620,sum_q2,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,6825,sum_q3,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,28211,sum_ppincimp,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,1914,sum_insured,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,6346,sum_ppeducat,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,2035,count_q1,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,2035,count_q2,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,2035,count_q3,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,2035,count_ppincimp,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,2035,count_insured,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,2035,count_ppeducat,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,2.4953316953316955,avg_q1,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,3.7444717444717446,avg_q2,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,3.3538083538083536,avg_q3,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,13.862899262899264,avg_ppincimp,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,0.9405405405405406,avg_insured,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
,3.1184275184275183,avg_ppeducat,-1,2035,1,1622395971.7027888,,4,0,0.1,0.1,100,435.6311123371124,0.005,8,1,32,2021-05-26T18:28:14
