result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","538,2074,1760,528,115",histogram_q1,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30","2804,301,417,249,116,273,35,88,24,10,155,1,19,2,28,69,5,1,4,69,3,6,5,4,35,2,6,11,5,268",histogram_q2,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3119,245,318,191,66,242,31,45,15,4,180,1,16,1,10,118,4,6,3,2,106,4,4,2,2,54,3,2,8,5,208",histogram_q3,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","133,50,54,95,72,125,165,172,160,151,294,321,429,364,401,649,365,339,229,222,225",histogram_ppincimp,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"0,1","361,4654",histogram_insured,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"1,2,3,4","278,1177,1398,2162",histogram_ppeducat,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,12653,sum_q1,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,19598,sum_q2,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,18246,sum_q3,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,67347,sum_ppincimp,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,4654,sum_insured,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,15474,sum_ppeducat,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_q1,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_q2,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_q3,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_ppincimp,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_insured,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_ppeducat,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,2.5230309072781654,avg_q1,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,3.907876370887338,avg_q2,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,3.638285144566301,avg_q3,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,13.429112662013958,avg_ppincimp,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,0.9280159521435692,avg_insured,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,3.085543369890329,avg_ppeducat,-1,5015,1,1622395971.7027888,,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"1.0,2.0,3.0,4.0,5.0","941,1650,1344,959,121",histogram_q1,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,27.0,29.0,30.0","1833,433,1026,772,326,141,45,73,39,36,85,6,17,14,6,21,3,5,5,3,50,2,9,10,4,7,2,2,40",histogram_q2,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,29.0,30.0","3407,298,373,284,90,131,14,57,23,12,159,3,8,10,14,1,5,1,1,65,3,3,4,1,7,1,40",histogram_q3,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0","693,1114,906,993,70,122,65,78,40,43,108,207,165,173,37,66,33,46,25,8,23",histogram_ppincimp,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"0.0,1.0","136,4879",histogram_insured,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
"1.0,2.0,3.0,4.0","1652,967,930,1466",histogram_ppeducat,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,12714.0,sum_q1,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,13261.0,sum_q2,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,8832.0,sum_q3,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,24919.0,sum_ppincimp,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,4879.0,sum_insured,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,12240.0,sum_ppeducat,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_q1,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_q2,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_q3,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_ppincimp,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_insured,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,5015,count_ppeducat,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,2.535194416749751,avg_q1,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,2.6442671984047856,avg_q2,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,1.7611166500498505,avg_q3,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,4.96889332003988,avg_ppincimp,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,0.9728813559322034,avg_insured,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
,2.440677966101695,avg_ppeducat,31,5015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1383.1761546134949,0.005,5,1,32,2021-05-27T03:23:50
