result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,generate_time,num_of_runs,query_count,timestamp
"1,2,3,4,5","441,1674,1409,397,79",histogram_q1,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,20,21,22,23,24,25,27,28,29,30","2269,244,334,193,93,206,26,70,16,9,129,1,16,25,49,3,1,4,45,3,3,5,3,23,3,8,5,214",histogram_q2,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","2510,201,254,159,48,186,27,39,12,3,136,1,12,1,7,97,4,5,3,2,77,3,3,2,2,40,3,2,6,4,151",histogram_q3,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","97,36,34,66,54,91,121,129,124,113,223,254,336,299,325,544,298,285,191,196,184",histogram_ppincimp,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
"0,1","259,3741",histogram_insured,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
"1,2,3,4","182,936,1086,1796",histogram_ppeducat,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,9999,sum_q1,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,15124,sum_q2,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,13897,sum_q3,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,54719,sum_ppincimp,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,3741,sum_insured,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,12496,sum_ppeducat,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_q1,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_q2,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_q3,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_ppincimp,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_insured,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_ppeducat,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,2.49975,avg_q1,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,3.781,avg_q2,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,3.47425,avg_q3,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,13.67975,avg_ppincimp,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,0.93525,avg_insured,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
,3.124,avg_ppeducat,-1,4000,1,1621546055.609838,,615.3907556533813,0,400,2021-05-16T02:05:18
"1,2,3,4,5","729,771,1042,773,685",histogram_q1,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","650,138,112,98,107,124,99,104,110,120,103,102,107,114,94,119,115,111,103,122,114,108,114,117,108,105,119,117,104,114,128",histogram_q2,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","175,180,156,193,162,179,138,135,135,125,135,147,113,129,118,103,131,107,140,109,108,108,104,101,121,108,125,109,114,90,102",histogram_q3,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","158,174,180,177,187,191,174,187,216,175,192,169,197,159,161,243,216,189,214,254,187",histogram_ppincimp,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
"0,1","1845,2155",histogram_insured,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
"1,2,3,4","833,887,1378,902",histogram_ppeducat,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,11914,sum_q1,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,52179,sum_q2,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,53993,sum_q3,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,45620,sum_ppincimp,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,2155,sum_insured,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,10349,sum_ppeducat,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_q1,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_q2,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_q3,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_ppincimp,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_insured,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,4000,count_ppeducat,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,2.9785,avg_q1,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,13.04475,avg_q2,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
,13.49825,avg_q3,2.75,4000,1,1621546055.609838,smartnoise_mwem,615.3907556533813,0,400,2021-05-16T02:05:18
