result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,generate_time,num_of_runs,query_count,timestamp
"1,2,3,4,5","537,2069,1756,524,114",histogram_q1,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30","2797,301,414,248,116,272,35,88,24,10,155,1,19,2,28,68,5,1,4,69,3,6,5,4,35,2,6,11,5,266",histogram_q2,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3110,245,316,191,66,241,30,45,15,4,179,1,15,1,10,118,4,6,3,2,106,4,4,2,2,54,3,2,8,5,208",histogram_q3,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","133,50,54,94,72,125,164,171,160,149,294,320,429,362,400,649,364,335,229,221,225",histogram_ppincimp,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
"0,1","360,4640",histogram_insured,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
"1,2,3,4","276,1175,1394,2155",histogram_ppeducat,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,12609,sum_q1,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,19509,sum_q2,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,18209,sum_q3,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,67144,sum_ppincimp,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,4640,sum_insured,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,15428,sum_ppeducat,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_q1,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_q2,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_q3,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_ppincimp,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_insured,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_ppeducat,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,2.5218,avg_q1,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,3.9018,avg_q2,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,3.6418,avg_q3,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,13.4288,avg_ppincimp,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,0.928,avg_insured,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
,3.0856,avg_ppeducat,-1,5000,1,1624480021.0043423,,679.9368145465851,0,200,2021-05-16T11:06:53
"1,2,3,4,5","901,1106,1091,939,963",histogram_q1,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","313,301,159,156,158,136,146,161,141,145,166,151,151,134,168,158,158,157,149,143,158,151,130,164,162,163,159,133,139,154,136",histogram_q2,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","183,180,216,187,174,180,158,169,206,172,174,167,166,143,141,147,151,139,153,153,151,140,152,158,121,174,150,125,149,156,165",histogram_q3,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","226,219,238,213,210,213,220,199,207,258,214,229,242,400,357,217,251,224,221,239,203",histogram_ppincimp,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
"0,1","2344,2656",histogram_insured,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
"1,2,3,4","1200,1264,1269,1267",histogram_ppeducat,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,14957,sum_q1,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,70117,sum_q2,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,71256,sum_q3,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,56349,sum_ppincimp,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,2656,sum_insured,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,12603,sum_ppeducat,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_q1,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_q2,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_q3,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_ppincimp,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_insured,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,5000,count_ppeducat,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,2.9914,avg_q1,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,14.0234,avg_q2,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,14.2512,avg_q3,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,11.2698,avg_ppincimp,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,0.5312,avg_insured,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
,2.5206,avg_ppeducat,1.5,5000,1,1624480021.0043423,smartnoise_mwem,679.9368145465851,0,200,2021-05-16T11:06:53
