result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,num_of_runs,timestamp
"1,2,3,4,5","208,863,701,188,40",histogram_q1,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,18,20,21,22,23,24,25,27,28,29,30","1163,114,162,84,50,96,13,42,4,3,65,1,8,12,22,3,2,18,1,3,2,2,10,3,4,3,110",histogram_q2,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30","1281,86,133,72,30,92,13,22,7,1,63,7,1,3,40,2,3,2,1,36,1,2,1,14,1,2,6,3,75",histogram_q3,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","40,19,15,35,26,47,59,62,54,48,108,124,152,148,164,301,147,152,96,102,101",histogram_ppincimp,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
"0,1","120,1880",histogram_insured,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
"1,2,3,4","84,473,560,883",histogram_ppeducat,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,4989,sum_q1,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,7511,sum_q2,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,6698,sum_q3,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,27770,sum_ppincimp,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,1880,sum_insured,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,6242,sum_ppeducat,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,2000,count_q1,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,2000,count_q2,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,2000,count_q3,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,2000,count_ppincimp,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,2000,count_insured,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,2000,count_ppeducat,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,2.4945,avg_q1,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,3.7555,avg_q2,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,3.349,avg_q3,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,13.885,avg_ppincimp,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,0.94,avg_insured,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
,3.121,avg_ppeducat,-1,2000,1,1624480021.0043423,,300,300,2.444828510284424,0,2021-05-13T14:35:19
"1,2,3,4,5","480,482,537,374,127",histogram_q1,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","617,150,163,142,96,76,82,64,53,48,35,42,29,29,31,28,30,19,20,11,12,12,19,16,24,28,24,26,23,21,30",histogram_q2,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","391,144,158,148,135,99,86,75,55,52,36,44,42,49,40,41,38,30,34,27,33,26,34,23,24,22,31,20,21,20,22",histogram_q3,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","25,30,42,56,49,54,75,79,93,94,111,142,137,169,188,173,166,126,77,67,47",histogram_ppincimp,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
"0,1","1414,586",histogram_insured,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
"1,2,3,4","459,591,649,301",histogram_ppeducat,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
,5186,sum_q1,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
,13258,sum_q2,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
,16074,sum_q3,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
,25478,sum_ppincimp,0.5,2000,1,1624480021.0043423,smartnoise_patectgan,300,300,2.444828510284424,0,2021-05-13T14:35:19
