result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,num_of_runs,timestamp
"1,2,3,4,5","441,1674,1409,397,79",histogram_q1,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","97,36,34,66,54,91,121,129,124,113,223,254,336,299,325,544,298,285,191,196,184",histogram_ppincimp,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
"0,1","259,3741",histogram_insured,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
"1,2,3,4","182,936,1086,1796",histogram_ppeducat,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,9999,sum_q1,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,54719,sum_ppincimp,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,3741,sum_insured,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,12496,sum_ppeducat,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_q1,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_ppincimp,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_insured,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_ppeducat,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,2.49975,avg_q1,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,13.67975,avg_ppincimp,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,0.93525,avg_insured,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
,3.124,avg_ppeducat,-1,4000,1,1621246045.0573075,,500,300,2.31050443649292,0,2021-05-08T20:14:23
"1,2,3,4,5","729,955,1241,793,282",histogram_q1,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","64,75,87,91,88,87,117,141,176,251,269,291,300,344,365,342,255,223,183,152,99",histogram_ppincimp,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
"0,1","2906,1094",histogram_insured,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
"1,2,3,4","999,983,1061,957",histogram_ppeducat,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,10944,sum_q1,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,50901,sum_ppincimp,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,1094,sum_insured,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,9976,sum_ppeducat,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_q1,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_ppincimp,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_insured,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,4000,count_ppeducat,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,2.736,avg_q1,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,12.72525,avg_ppincimp,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,0.2735,avg_insured,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
,2.494,avg_ppeducat,0.1,4000,1,1621246045.0573075,smartnoise_dpctgan,500,300,2.31050443649292,0,2021-05-08T20:14:23
