result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,generate_time,num_of_runs,query_count,timestamp
"1,2,3,4,5","655,2467,2088,648,142",histogram_q1,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3322,369,489,309,136,329,41,110,29,13,188,1,26,3,35,83,5,1,4,1,85,4,6,5,4,47,2,6,12,6,329",histogram_q2,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3677,292,388,230,79,292,38,57,27,5,224,1,19,3,15,148,4,7,3,3,133,4,6,2,3,66,3,2,11,5,253",histogram_q3,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","176,65,66,116,93,149,206,202,206,181,356,384,505,419,479,734,425,414,274,266,284",histogram_ppincimp,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
"0,1","453,5547",histogram_insured,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
"1,2,3,4","351,1435,1695,2519",histogram_ppeducat,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,15155,sum_q1,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,23889,sum_q2,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,22483,sum_q3,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,80100,sum_ppincimp,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,5547,sum_insured,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,18382,sum_ppeducat,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_q1,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_q2,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_q3,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_ppincimp,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_insured,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_ppeducat,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,2.5258333333333334,avg_q1,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,3.9815,avg_q2,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,3.7471666666666668,avg_q3,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,13.35,avg_ppincimp,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,0.9245,avg_insured,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
,3.0636666666666668,avg_ppeducat,-1,6000,1,1621546055.609838,,770.7690801620483,0,600,2021-05-18T08:13:27
"1,2,3,4,5","1110,1415,1737,1065,673",histogram_q1,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","2045,613,118,124,98,115,110,125,132,101,110,110,110,100,112,115,118,122,124,114,121,109,112,116,106,117,118,135,136,110,104",histogram_q2,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1103,528,376,303,315,238,133,152,166,139,153,175,173,139,102,107,104,114,92,118,107,126,99,110,110,112,116,121,121,148,100",histogram_q3,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","184,168,167,170,162,159,245,249,251,240,233,230,191,285,276,464,496,481,453,443,453",histogram_ppincimp,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
"0,1","2775,3225",histogram_insured,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
"1,2,3,4","883,902,2089,2126",histogram_ppeducat,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,16776,sum_q1,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,54412,sum_q2,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,58848,sum_q3,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,79261,sum_ppincimp,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,3225,sum_insured,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,17458,sum_ppeducat,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_q1,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_q2,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_q3,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_ppincimp,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_insured,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,6000,count_ppeducat,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,2.796,avg_q1,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,9.068666666666667,avg_q2,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,9.808,avg_q3,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,13.210166666666666,avg_ppincimp,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
,0.5375,avg_insured,0.75,6000,1,1621546055.609838,smartnoise_mwem,770.7690801620483,0,600,2021-05-18T08:13:27
