result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","334,1290,1062,289,54",histogram_q1,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,20,21,22,23,24,25,27,28,29,30","1754,177,252,139,70,147,18,60,9,6,98,1,11,21,37,3,1,2,31,1,3,4,2,14,3,6,5,154",histogram_q2,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1923,155,197,116,39,140,22,29,8,2,96,1,9,1,5,67,2,4,2,2,52,1,2,2,2,24,2,2,6,4,112",histogram_q3,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","68,26,23,48,42,74,90,90,87,81,162,192,248,225,255,421,229,225,149,153,141",histogram_ppincimp,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
"0,1","185,2844",histogram_insured,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
"1,2,3,4","133,721,815,1360",histogram_ppeducat,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
,7526,sum_q1,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
,11051,sum_q2,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
,10060,sum_q3,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
,41794,sum_ppincimp,-1,3029,1,1622395971.7027888,,4,0,0.1,0.1,100,360.711950302124,0.005,9,1,32,2021-05-26T20:16:46
