result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,noise_multiplier,num_of_runs,sample_per_teacher,student_iters,teacher_iters,timestamp
"49,55,57,58,59,60,62,63,65,66,67,68,72,73,74,75,76,78","130,267,385,429,138,156,107,156,407,144,134,152,310,385,271,156,144,129",histogram_age,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
"0,1","2945,1055",histogram_sex,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,260304,sum_age,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,1055,sum_sex,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,372609.47809999995,sum_test_time,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,76839.6268,sum_motor_updrs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,105988.29980000001,sum_total_updrs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,22.27647,sum_jitter_percent,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.16783925,sum_jitter_abs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,124.54263,sum_shimmer,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,1138.587,sum_shimmer_db,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,2614.81343,sum_dfa,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,831.130536,sum_ppe,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_age,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_sex,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_test_time,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_motor_updrs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_total_updrs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_jitter_percent,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_jitter_abs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_shimmer,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_shimmer_db,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_dfa,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_ppe,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,65.076,avg_age,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.26375,avg_sex,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,93.15236952499998,avg_test_time,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,19.2099067,avg_motor_updrs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,26.497074950000002,avg_total_updrs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.0055691175,avg_jitter_percent,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4.19598125e-05,avg_jitter_abs,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.0311356575,avg_shimmer,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.28464675,avg_shimmer_db,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.6537033575000001,avg_dfa,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.207782634,avg_ppe,-1,4000,1,1622929218.4850457,,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
"44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81","4,6,29,42,53,93,78,61,49,50,56,103,144,187,202,166,124,129,195,163,186,269,251,130,132,43,21,84,143,216,199,113,67,79,50,45,31,7",histogram_age,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
"0,1","3182,818",histogram_sex,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,254638,sum_age,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,818,sum_sex,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,381050.5353022859,sum_test_time,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,80764.66707928109,sum_motor_updrs,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,99093.1627279348,sum_total_updrs,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,36.10971228511132,sum_jitter_percent,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,0.9595540706810615,sum_jitter_abs,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,182.09276887362728,sum_shimmer,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,1892.5062420897113,sum_shimmer_db,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,2632.8835514223324,sum_dfa,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,988.9090100105591,sum_ppe,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_age,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_sex,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_test_time,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_motor_updrs,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_total_updrs,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_jitter_percent,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_jitter_abs,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_shimmer,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_shimmer_db,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_dfa,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,4000,count_ppe,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
,63.6595,avg_age,2.25,4000,1,1622929218.4850457,smartnoise_patectgan,500,300,203.32971382141113,0.001,0,1000,5,5,2021-06-05T13:24:03
