result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","897,3229,2797,883,209",histogram_q1,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4288,511,674,458,196,437,58,145,45,18,254,1,38,3,51,127,6,1,4,2,112,7,9,7,4,62,3,8,22,7,457",histogram_q2,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4685,403,544,337,111,431,55,85,40,8,316,1,29,6,24,204,6,8,4,3,185,5,7,4,6,93,5,5,22,8,375",histogram_q3,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","266,102,101,172,127,207,299,275,291,260,485,499,694,549,606,952,553,538,345,336,358",histogram_ppincimp,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
"0,1","633,7382",histogram_insured,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
"1,2,3,4","510,1873,2277,3355",histogram_ppeducat,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,20323,sum_q1,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,33190,sum_q2,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,32655,sum_q3,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,105081,sum_ppincimp,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,7382,sum_insured,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,24507,sum_ppeducat,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,8015,count_q1,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,8015,count_q2,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,8015,count_q3,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,8015,count_ppincimp,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,8015,count_insured,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,8015,count_ppeducat,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,2.5356207111665627,avg_q1,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,4.140985651902683,avg_q2,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,4.074235807860262,avg_q3,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,13.110542732376793,avg_ppincimp,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,0.9210230817217717,avg_insured,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
,3.05764192139738,avg_ppeducat,-1,8015,1,1622395971.7027888,,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
"1.0,2.0,3.0,4.0,5.0","1311,3001,2604,815,284",histogram_q1,29,8015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,29.0,30.0","2555,533,1841,1458,417,260,56,65,18,17,352,18,62,37,12,81,20,24,9,14,70,2,10,5,1,5,1,6,2,64",histogram_q2,29,8015,1,1622395971.7027888,gretel,4,0,0.1,0.3,100,1214.7032022476196,0.005,3,1,32,2021-05-27T19:48:03
