result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,num_of_runs,timestamp
"55,57,58,62,63,65,66,67,68,72,73,74,75","267,216,429,107,156,407,144,134,152,310,385,137,156",histogram_age,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
"0,1","2386,614",histogram_sex,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,195877,sum_age,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,614,sum_sex,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,278337.2034,sum_test_time,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,56559.758799999996,sum_motor_updrs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,77378.78820000001,sum_total_updrs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,16.64806,sum_jitter_percent,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.1251695,sum_jitter_abs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,90.25684000000001,sum_shimmer,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,831.5350000000001,sum_shimmer_db,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,1930.42226,sum_dfa,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,614.78172,sum_ppe,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_age,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_sex,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_test_time,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_motor_updrs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_total_updrs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_jitter_percent,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_jitter_abs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_shimmer,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_shimmer_db,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_dfa,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,3000,count_ppe,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,65.29233333333333,avg_age,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.20466666666666666,avg_sex,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,92.77906779999999,avg_test_time,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,18.853252933333334,avg_motor_updrs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,25.792929400000002,avg_total_updrs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.005549353333333334,avg_jitter_percent,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,4.172316666666666e-05,avg_jitter_abs,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.030085613333333337,avg_shimmer,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.27717833333333336,avg_shimmer_db,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.6434740866666667,avg_dfa,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.20492723999999998,avg_ppe,-1,3000,1,1621244746.9072714,,500,300,9.66533899307251,0,2021-05-15T07:17:13
"52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79","12,80,141,137,186,226,169,32,9,84,138,122,165,231,154,100,78,52,70,112,189,178,127,103,52,35,13,5",histogram_age,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
"0,1","2432,568",histogram_sex,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
,192871,sum_age,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
,568,sum_sex,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
,245567.23163750145,sum_test_time,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
,57661.84167126151,sum_motor_updrs,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
,75499.78160612559,sum_total_updrs,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
,34.76629304064262,sum_jitter_percent,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
,0.7268851590151684,sum_jitter_abs,1.25,3000,1,1621244746.9072714,smartnoise_patectgan,500,300,9.66533899307251,0,2021-05-15T07:17:13
