result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","903,3251,2812,889,211",histogram_q1,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4306,517,677,462,198,440,59,147,45,18,258,1,38,3,51,129,6,1,4,2,114,8,9,7,5,62,3,8,22,7,459",histogram_q2,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4707,409,548,338,111,433,56,86,40,8,319,1,31,6,24,207,6,8,4,3,187,5,7,5,6,95,5,5,22,8,376",histogram_q3,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","269,102,102,172,128,210,301,277,293,260,490,503,699,553,608,961,555,542,346,337,358",histogram_ppincimp,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
"0,1","637,7429",histogram_insured,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
"1,2,3,4","516,1879,2293,3378",histogram_ppeducat,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,20452,sum_q1,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,33472,sum_q2,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,32937,sum_q3,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,105701,sum_ppincimp,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,7429,sum_insured,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,24665,sum_ppeducat,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,8066,count_q1,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,8066,count_q2,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,8066,count_q3,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,8066,count_ppincimp,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,8066,count_insured,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,8066,count_ppeducat,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,2.5355814530126457,avg_q1,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
,4.149764443342425,avg_q2,-1,8066,1,1622395971.7027888,,4,0,0.1,0.3,100,1400.731575012207,0.005,6,1,32,2021-05-27T21:49:32
