result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,generate_time,num_of_runs,query_count,timestamp
"1,2,3,4,5","655,2467,2088,648,142",histogram_q1,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3322,369,489,309,136,329,41,110,29,13,188,1,26,3,35,83,5,1,4,1,85,4,6,5,4,47,2,6,12,6,329",histogram_q2,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3677,292,388,230,79,292,38,57,27,5,224,1,19,3,15,148,4,7,3,3,133,4,6,2,3,66,3,2,11,5,253",histogram_q3,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","176,65,66,116,93,149,206,202,206,181,356,384,505,419,479,734,425,414,274,266,284",histogram_ppincimp,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
"0,1","453,5547",histogram_insured,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
"1,2,3,4","351,1435,1695,2519",histogram_ppeducat,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,15155,sum_q1,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,23889,sum_q2,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,22483,sum_q3,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,80100,sum_ppincimp,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,5547,sum_insured,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,18382,sum_ppeducat,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_q1,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_q2,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_q3,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_ppincimp,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_insured,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_ppeducat,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,2.5258333333333334,avg_q1,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,3.9815,avg_q2,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,3.7471666666666668,avg_q3,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,13.35,avg_ppincimp,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,0.9245,avg_insured,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
,3.0636666666666668,avg_ppeducat,-1,6000,1,1621546055.609838,,783.9344775676727,0,600,2021-05-18T08:50:07
"1,2,3,4,5","1055,1417,1232,1198,1098",histogram_q1,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","425,472,161,184,188,184,156,175,183,165,163,157,181,183,177,207,198,159,185,166,169,179,188,152,168,184,171,209,173,163,175",histogram_q2,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","272,277,210,200,203,202,216,244,223,217,204,212,229,195,165,138,177,169,163,161,163,178,161,165,187,171,202,170,158,187,181",histogram_q3,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","274,309,289,278,271,290,273,281,276,289,256,279,298,295,292,305,298,263,304,317,263",histogram_ppincimp,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
"0,1","2664,3336",histogram_insured,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
"1,2,3,4","1381,1860,1335,1424",histogram_ppeducat,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,17867,sum_q1,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,82287,sum_q2,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,83810,sum_q3,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,66366,sum_ppincimp,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,3336,sum_insured,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,14802,sum_ppeducat,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_q1,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_q2,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_q3,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_ppincimp,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_insured,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,6000,count_ppeducat,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,2.9778333333333333,avg_q1,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,13.7145,avg_q2,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,13.968333333333334,avg_q3,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,11.061,avg_ppincimp,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,0.556,avg_insured,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
,2.467,avg_ppeducat,1.0,6000,1,1621546055.609838,smartnoise_mwem,783.9344775676727,0,600,2021-05-18T08:50:07
