result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","444,1691,1424,404,81",histogram_q1,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,20,21,22,23,24,25,27,28,29,30","2289,247,336,199,94,211,26,71,16,9,130,1,16,25,51,3,1,4,48,3,3,5,3,23,3,8,5,214",histogram_q2,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","2538,203,254,160,49,188,27,40,13,3,136,1,12,1,7,99,4,5,3,2,79,3,3,2,2,41,3,2,6,4,154",histogram_q3,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","99,36,35,67,54,93,122,130,126,114,225,256,343,305,327,547,302,287,193,197,186",histogram_ppincimp,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"0,1","268,3776",histogram_insured,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"1,2,3,4","188,944,1101,1811",histogram_ppeducat,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,10119,sum_q1,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,15285,sum_q2,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,14116,sum_q3,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,55286,sum_ppincimp,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,3776,sum_insured,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,12623,sum_ppeducat,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_q1,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_q2,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_q3,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_ppincimp,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_insured,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_ppeducat,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,2.5022255192878338,avg_q1,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,3.779673590504451,avg_q2,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,3.4906033630069238,avg_q3,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,13.671117705242334,avg_ppincimp,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,0.933728981206726,avg_insured,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,3.1214144411473788,avg_ppeducat,-1,4044,1,1622395971.7027888,,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"1.0,2.0,3.0,4.0,5.0","735,1486,1323,368,132",histogram_q1,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,19.0,20.0,21.0,23.0,25.0,30.0","2202,202,581,517,111,147,9,28,9,6,123,11,16,14,5,19,2,3,18,1,4,2,14",histogram_q2,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,24.0,25.0,27.0,30.0","2960,144,294,200,46,165,6,16,4,11,98,6,6,6,2,25,3,2,1,1,18,1,2,1,7,1,18",histogram_q3,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0","82,139,143,148,30,94,74,43,73,153,519,512,394,186,196,358,330,232,157,47,134",histogram_ppincimp,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"0.0,1.0","199,3845",histogram_insured,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
"1.0,2.0,3.0,4.0","350,883,1033,1778",histogram_ppeducat,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,9808.0,sum_q1,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,7582.0,sum_q2,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,5529.0,sum_q3,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,49914.0,sum_ppincimp,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,3845.0,sum_insured,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,12327.0,sum_ppeducat,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_q1,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_q2,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_q3,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_ppincimp,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_insured,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,4044,count_ppeducat,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,2.4253214638971317,avg_q1,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,1.8748763600395648,avg_q2,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,1.3672106824925816,avg_q3,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,12.34272997032641,avg_ppincimp,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,0.9507912957467853,avg_insured,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
,3.048219584569733,avg_ppeducat,3970519,4044,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,437.24404311180115,0.005,9,1,32,2021-05-26T23:38:23
