result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","967,3406,2976,937,218",histogram_q1,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4498,551,722,484,220,466,61,158,47,19,280,1,38,3,54,142,6,1,5,2,122,9,9,7,6,68,4,9,23,9,480",histogram_q2,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4911,431,589,351,126,466,61,97,42,9,342,1,33,6,26,223,6,8,5,3,205,5,7,5,6,99,8,6,24,8,395",histogram_q3,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","285,107,111,183,134,226,307,294,309,279,521,543,747,581,641,1010,585,572,355,346,368",histogram_ppincimp,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"0,1","665,7839",histogram_insured,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"1,2,3,4","538,1959,2431,3576",histogram_ppeducat,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,21545,sum_q1,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,35593,sum_q2,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,35168,sum_q3,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,111163,sum_ppincimp,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,7839,sum_insured,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,26053,sum_ppeducat,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_q1,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_q2,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_q3,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_ppincimp,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_insured,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_ppeducat,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,2.5335136406396987,avg_q1,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,4.185442144873001,avg_q2,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,4.1354656632173095,avg_q3,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,13.071848541862654,avg_ppincimp,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,0.9218015051740357,avg_insured,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,3.063617121354657,avg_ppeducat,-1,8504,1,1622395971.7027888,,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"1.0,2.0,3.0,4.0,5.0","2239,2719,2322,882,342",histogram_q1,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0","3045,858,1656,1228,263,451,125,89,62,62,91,23,35,38,13,27,5,3,1,3,124,39,45,57,13,29,11,11,5,3,89",histogram_q2,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0","5447,693,704,505,116,435,39,54,17,24,104,22,8,6,2,13,3,5,1,130,24,10,7,1,23,3,3,1,1,103",histogram_q3,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0","2346,1576,1484,1022,126,141,116,132,121,63,338,242,202,189,36,65,38,38,24,27,178",histogram_ppincimp,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"0.0,1.0","311,8193",histogram_insured,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
"1.0,2.0,3.0,4.0","3858,1443,1584,1619",histogram_ppeducat,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,19881.0,sum_q1,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,26575.0,sum_q2,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,16439.0,sum_q3,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,38639.0,sum_ppincimp,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8193.0,sum_insured,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,17972.0,sum_ppeducat,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_q1,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_q2,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_q3,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_ppincimp,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_insured,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,8504,count_ppeducat,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,2.337841015992474,avg_q1,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,3.125,avg_q2,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,1.9330903104421449,avg_q3,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,4.54362652869238,avg_ppincimp,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,0.9634289746001882,avg_insured,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
,2.1133584195672626,avg_ppeducat,6379409,8504,1,1622395971.7027888,gretel,4,0,0.1,0.1,100,2863.658983230591,0.001,2,1,32,2021-05-28T02:13:33
