result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,num_of_runs,timestamp
"1,2,3,4,5","774,2846,2438,765,177",histogram_q1,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","216,80,88,146,109,175,263,236,247,218,419,442,586,478,533,837,501,484,314,308,320",histogram_ppincimp,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
"0,1","535,6465",histogram_insured,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
"1,2,3,4","429,1687,1967,2917",histogram_ppeducat,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,17725,sum_q1,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,92636,sum_ppincimp,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,6465,sum_insured,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,21372,sum_ppeducat,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_q1,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_ppincimp,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_insured,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_ppeducat,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,2.532142857142857,avg_q1,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,13.233714285714285,avg_ppincimp,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,0.9235714285714286,avg_insured,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
,3.053142857142857,avg_ppeducat,-1,7000,1,1621246045.0573075,,500,300,19.455119609832764,0,2021-05-11T23:06:37
"1,2,3,4,5","1617,1799,1807,1325,452",histogram_q1,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","186,236,223,224,190,209,217,222,286,310,378,373,420,435,823,706,450,417,347,251,97",histogram_ppincimp,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
"0,1","4191,2809",histogram_insured,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
"1,2,3,4","1870,2082,2069,979",histogram_ppeducat,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,18196,sum_q1,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,86027,sum_ppincimp,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,2809,sum_insured,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,16157,sum_ppeducat,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_q1,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_ppincimp,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_insured,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,7000,count_ppeducat,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,2.5994285714285716,avg_q1,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,12.289571428571428,avg_ppincimp,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,0.4012857142857143,avg_insured,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
,2.3081428571428573,avg_ppeducat,3.0,7000,1,1621246045.0573075,smartnoise_patectgan,500,300,19.455119609832764,0,2021-05-11T23:06:37
