result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,epochs,generate_time,num_of_runs,timestamp
"1,2,3,4,5","966,3406,2973,937,218",histogram_q1,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4496,551,721,484,220,465,61,158,47,19,280,1,38,3,54,142,6,1,5,2,122,9,9,7,6,68,4,9,23,9,480",histogram_q2,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4909,431,589,351,126,465,61,97,42,9,342,1,33,6,26,223,6,8,5,3,204,5,7,5,6,99,8,6,24,8,395",histogram_q3,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","285,107,110,183,134,226,307,294,309,279,520,543,747,581,641,1010,584,572,354,346,368",histogram_ppincimp,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
"0,1","664,7836",histogram_insured,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
"1,2,3,4","538,1959,2430,3573",histogram_ppeducat,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,21535,sum_q1,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,35586,sum_q2,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,35143,sum_q3,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,111113,sum_ppincimp,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,7836,sum_insured,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,26038,sum_ppeducat,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_q1,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_q2,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_q3,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_ppincimp,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_insured,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_ppeducat,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,2.533529411764706,avg_q1,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,4.186588235294118,avg_q2,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,4.134470588235294,avg_q3,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,13.072117647058823,avg_ppincimp,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,0.9218823529411765,avg_insured,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
,3.0632941176470587,avg_ppeducat,-1,8500,1,1624480021.0043423,,300,100,29.413835048675537,0,2021-05-13T16:17:48
"1,2,3,4,5","1668,2203,2198,1667,764",histogram_q1,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1796,427,346,375,695,535,301,201,268,510,387,143,170,179,188,175,122,94,92,76,88,90,87,83,49,54,59,159,256,300,195",histogram_q2,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1483,375,424,241,522,552,262,182,147,443,467,87,91,208,239,228,138,120,170,245,275,204,151,76,95,68,106,145,235,267,254",histogram_q3,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","240,300,235,259,266,337,371,347,439,730,897,794,540,410,461,484,362,288,335,266,139",histogram_ppincimp,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
"0,1","5674,2826",histogram_insured,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
"1,2,3,4","2255,2680,2669,896",histogram_ppeducat,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,23156,sum_q1,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,76907,sum_q2,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,90403,sum_q3,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,95313,sum_ppincimp,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,2826,sum_insured,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,19206,sum_ppeducat,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_q1,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_q2,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_q3,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_ppincimp,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_insured,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,8500,count_ppeducat,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,2.724235294117647,avg_q1,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,9.047882352941176,avg_q2,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,10.63564705882353,avg_q3,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,11.21329411764706,avg_ppincimp,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,0.33247058823529413,avg_insured,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
,2.259529411764706,avg_ppeducat,2.75,8500,1,1624480021.0043423,smartnoise_patectgan,300,100,29.413835048675537,0,2021-05-13T16:17:48
