result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,generate_time,num_of_runs,query_count,timestamp
"1,2,3,4,5","537,2069,1756,524,114",histogram_q1,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30","2797,301,414,248,116,272,35,88,24,10,155,1,19,2,28,68,5,1,4,69,3,6,5,4,35,2,6,11,5,266",histogram_q2,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3110,245,316,191,66,241,30,45,15,4,179,1,15,1,10,118,4,6,3,2,106,4,4,2,2,54,3,2,8,5,208",histogram_q3,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","133,50,54,94,72,125,164,171,160,149,294,320,429,362,400,649,364,335,229,221,225",histogram_ppincimp,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
"0,1","360,4640",histogram_insured,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
"1,2,3,4","276,1175,1394,2155",histogram_ppeducat,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,12609,sum_q1,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,19509,sum_q2,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,18209,sum_q3,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,67144,sum_ppincimp,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,4640,sum_insured,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,15428,sum_ppeducat,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_q1,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_q2,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_q3,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_ppincimp,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_insured,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_ppeducat,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,2.5218,avg_q1,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,3.9018,avg_q2,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,3.6418,avg_q3,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,13.4288,avg_ppincimp,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,0.928,avg_insured,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
,3.0856,avg_ppeducat,-1,5000,1,1621546055.609838,,720.9205722808838,0,400,2021-05-16T11:18:54
"1,2,3,4,5","795,1917,797,764,727",histogram_q1,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1366,245,127,113,112,109,138,124,124,112,118,106,122,103,117,118,129,107,113,110,101,109,123,115,115,109,126,129,110,124,126",histogram_q2,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","476,212,224,240,164,166,157,150,156,144,141,136,148,163,178,150,178,181,173,191,131,112,121,109,108,120,118,115,98,131,109",histogram_q3,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","171,173,187,212,210,208,211,198,226,225,224,190,228,198,226,219,215,413,407,411,248",histogram_ppincimp,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
"0,1","2216,2784",histogram_insured,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
"1,2,3,4","1179,1064,1393,1364",histogram_ppeducat,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,13711,sum_q1,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,54451,sum_q2,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,63332,sum_q3,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,61193,sum_ppincimp,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,2784,sum_insured,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,12942,sum_ppeducat,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_q1,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_q2,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_q3,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_ppincimp,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_insured,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,5000,count_ppeducat,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,2.7422,avg_q1,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
,10.8902,avg_q2,1.5,5000,1,1621546055.609838,smartnoise_mwem,720.9205722808838,0,400,2021-05-16T11:18:54
