result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","896,3225,2793,883,209",histogram_q1,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4281,511,674,458,195,437,57,145,45,18,254,1,38,3,51,127,6,1,4,2,112,7,9,7,4,62,3,8,22,7,457",histogram_q2,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4680,403,543,336,111,430,55,85,40,8,316,1,29,6,24,204,6,8,4,3,184,5,7,4,6,93,5,5,22,8,375",histogram_q3,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","266,100,101,172,127,207,299,275,290,260,484,499,692,548,606,952,553,538,345,336,356",histogram_ppincimp,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
"0,1","631,7375",histogram_insured,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
"1,2,3,4","510,1871,2273,3352",histogram_ppeducat,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
,20302,sum_q1,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
,33180,sum_q2,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
,32625,sum_q3,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
,104975,sum_ppincimp,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
,7375,sum_insured,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
,24479,sum_ppeducat,-1,8006,1,1622395971.7027888,,4,0,0.1,0.1,100,848.9469423294067,0.005,8,1,32,2021-05-27T23:23:08
