result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","984,3434,2992,944,219",histogram_q1,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4532,552,733,490,221,468,64,158,48,19,283,1,38,4,54,143,6,1,5,2,123,9,9,7,6,69,4,9,23,9,483",histogram_q2,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","4947,434,592,352,128,475,64,97,42,9,344,1,33,6,26,225,6,8,5,3,209,5,7,5,6,100,8,6,24,8,398",histogram_q3,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","291,107,111,184,134,228,308,297,311,281,525,551,755,586,649,1018,586,574,359,348,370",histogram_ppincimp,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
"0,1","676,7897",histogram_insured,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
"1,2,3,4","540,1964,2457,3612",histogram_ppeducat,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,21699,sum_q1,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,35867,sum_q2,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,35496,sum_q3,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,112027,sum_ppincimp,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,7897,sum_insured,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,26287,sum_ppeducat,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,8573,count_q1,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,8573,count_q2,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,8573,count_q3,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,8573,count_ppincimp,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
,8573,count_insured,-1,8573,1,1622395971.7027888,,4,0,0.1,0.3,100,1116.309725522995,0.005,5,1,32,2021-05-28T04:25:39
