result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","659,2471,2091,653,142",histogram_q1,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3328,370,490,311,136,329,41,110,29,13,189,1,26,3,35,84,5,1,4,1,86,4,6,5,4,47,3,6,12,6,331",histogram_q2,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3685,293,388,232,79,293,38,57,27,5,224,1,19,3,15,149,4,7,3,3,134,4,6,2,3,66,3,2,11,5,255",histogram_q3,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","178,66,66,116,93,150,208,203,206,182,357,386,506,419,480,734,426,415,274,266,285",histogram_ppincimp,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
"0,1","455,5561",histogram_insured,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
"1,2,3,4","352,1442,1700,2522",histogram_ppeducat,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,15196,sum_q1,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,24029,sum_q2,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,22590,sum_q3,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,80261,sum_ppincimp,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,5561,sum_insured,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,18424,sum_ppeducat,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,6016,count_q1,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,6016,count_q2,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,6016,count_q3,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
,6016,count_ppincimp,-1,6016,1,1622395971.7027888,,4,0,0.1,0.3,100,1305.786152124405,0.005,1,1,32,2021-05-27T07:12:01
