result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,generate_time,num_of_runs,query_count,timestamp
"1,2,3,4,5","655,2467,2088,648,142",histogram_q1,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3322,369,489,309,136,329,41,110,29,13,188,1,26,3,35,83,5,1,4,1,85,4,6,5,4,47,2,6,12,6,329",histogram_q2,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3677,292,388,230,79,292,38,57,27,5,224,1,19,3,15,148,4,7,3,3,133,4,6,2,3,66,3,2,11,5,253",histogram_q3,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","176,65,66,116,93,149,206,202,206,181,356,384,505,419,479,734,425,414,274,266,284",histogram_ppincimp,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
"0,1","453,5547",histogram_insured,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
"1,2,3,4","351,1435,1695,2519",histogram_ppeducat,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,15155,sum_q1,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,23889,sum_q2,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,22483,sum_q3,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,80100,sum_ppincimp,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,5547,sum_insured,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,18382,sum_ppeducat,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,6000,count_q1,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,6000,count_q2,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,6000,count_q3,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,6000,count_ppincimp,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,6000,count_insured,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,6000,count_ppeducat,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,2.5258333333333334,avg_q1,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,3.9815,avg_q2,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,3.7471666666666668,avg_q3,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,13.35,avg_ppincimp,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,0.9245,avg_insured,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
,3.0636666666666668,avg_ppeducat,-1,6000,1,1624480021.0043423,,674.372889995575,0,400,2021-05-18T06:11:34
"1,2,3,4,5","1215,1210,1240,1130,1205",histogram_q1,0.1,6000,1,1624480021.0043423,smartnoise_mwem,674.372889995575,0,400,2021-05-18T06:11:34
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","220,240,188,187,186,207,211,192,210,188,192,201,177,156,159,173,192,165,195,192,197,169,201,197,217,180,228,203,203,186,188",histogram_q2,0.1,6000,1,1624480021.0043423,smartnoise_mwem,674.372889995575,0,400,2021-05-18T06:11:34
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","215,181,196,210,183,187,184,211,183,188,198,204,214,179,201,169,198,187,208,202,203,189,199,205,193,169,183,184,190,193,194",histogram_q3,0.1,6000,1,1624480021.0043423,smartnoise_mwem,674.372889995575,0,400,2021-05-18T06:11:34
