result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,delta,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp
"1,2,3,4,5","540,2083,1766,530,115",histogram_q1,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30","2820,302,418,249,117,273,35,88,24,10,155,1,19,2,28,69,5,1,4,69,3,6,5,4,35,2,6,11,5,268",histogram_q2,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","3130,245,321,192,66,243,31,46,15,4,180,1,16,2,10,118,4,6,3,2,106,4,4,2,2,54,3,2,9,5,208",histogram_q3,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","134,50,54,95,73,126,165,174,161,152,295,323,429,369,403,650,366,339,229,222,225",histogram_ppincimp,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
"0,1","361,4673",histogram_insured,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
"1,2,3,4","278,1185,1407,2164",histogram_ppeducat,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
,12699,sum_q1,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
,19605,sum_q2,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
,18308,sum_q3,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
,67562,sum_ppincimp,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
,4673,sum_insured,-1,5034,1,1622395971.7027888,,4,0,0.1,0.1,100,547.2732844352722,0.005,2,1,32,2021-05-27T01:47:09
